,Community Area,Date,ASSAULT_Arrest,BATTERY_Arrest,CRIMINAL DAMAGE_Arrest,THEFT_Arrest,ASSAULT_Count,BATTERY_Count,CRIMINAL DAMAGE_Count,THEFT_Count,ASSAULT_Domestic,BATTERY_Domestic,CRIMINAL DAMAGE_Domestic,THEFT_Domestic
1626,13.0,2025-07-31,2,2,1,0,8,12,6,27,1,6,0,1
1627,13.0,2025-08-31,1,3,0,0,8,16,4,26,3,6,0,1
1628,13.0,2025-09-30,3,2,0,0,10,10,9,16,1,4,3,0
1629,13.0,2025-10-31,0,2,0,0,4,8,8,33,0,4,1,0
1630,13.0,2025-11-30,0,2,2,0,4,14,9,25,0,5,0,0
1631,13.0,2025-12-31,0,1,0,0,6,9,8,18,2,4,1,0
1632,13.0,2026-01-31,0,1,0,0,4,7,3,15,1,3,0,0
1633,13.0,2026-02-28,0,4,0,1,5,17,5,23,1,10,1,0
1634,13.0,2026-03-31,0,2,3,1,2,10,6,8,0,3,0,0
1635,13.0,2026-04-30,0,3,0,2,5,11,6,10,0,7,0,0
1636,13.0,2026-05-31,1,2,0,0,9,9,12,23,3,5,0,0
1637,13.0,2026-06-30,0,1,0,0,5,14,3,15,0,6,0,1
1638,14.0,2016-01-31,2,9,1,3,14,31,28,43,3,21,1,1
1639,14.0,2016-02-29,1,8,1,2,17,30,32,41,3,12,0,0
1640,14.0,2016-03-31,2,5,2,1,13,37,33,40,5,17,2,1
1641,14.0,2016-04-30,1,10,2,1,14,40,35,40,6,19,1,3
1642,14.0,2016-05-31,1,12,1,0,14,56,36,38,3,28,2,0
1643,14.0,2016-06-30,1,11,0,0,19,43,19,44,7,23,0,2
1644,14.0,2016-07-31,1,2,1,1,8,35,24,54,1,14,3,0
1645,14.0,2016-08-31,2,8,1,2,9,46,40,36,4,23,3,1
1646,14.0,2016-09-30,2,8,1,1,16,44,23,55,6,15,2,1
1647,14.0,2016-10-31,0,4,1,3,6,25,30,60,1,14,2,0
1648,14.0,2016-11-30,0,8,1,1,10,31,28,62,5,18,2,0
1649,14.0,2016-12-31,0,6,0,4,5,33,19,50,0,16,0,1
1650,14.0,2017-01-31,1,7,0,3,7,45,24,50,0,26,1,1
1651,14.0,2017-02-28,0,5,0,3,3,28,21,42,2,19,0,2
1652,14.0,2017-03-31,2,7,2,1,11,33,25,36,1,14,1,0
1653,14.0,2017-04-30,2,9,1,3,19,35,19,43,5,18,0,2
1654,14.0,2017-05-31,2,11,3,0,10,39,30,68,3,21,2,1
1655,14.0,2017-06-30,1,8,2,0,7,42,30,63,0,23,0,0
1656,14.0,2017-07-31,1,3,1,2,13,37,21,63,2,16,2,0
1657,14.0,2017-08-31,1,2,2,2,12,41,20,55,2,19,1,1
1658,14.0,2017-09-30,4,4,0,1,11,34,22,57,1,19,0,1
1659,14.0,2017-10-31,3,4,0,2,14,36,28,74,6,10,2,1
1660,14.0,2017-11-30,1,4,1,1,9,28,20,74,3,9,2,3
1661,14.0,2017-12-31,0,9,1,3,9,33,27,68,2,15,0,0
1662,14.0,2018-01-31,0,8,2,1,5,43,29,45,2,28,1,0
1663,14.0,2018-02-28,3,7,1,2,13,31,16,31,5,17,0,2
1664,14.0,2018-03-31,0,8,1,5,10,45,33,52,0,17,3,2
1665,14.0,2018-04-30,0,7,4,2,12,33,21,52,2,14,1,4
1666,14.0,2018-05-31,3,9,2,1,21,48,22,54,3,19,5,2
1667,14.0,2018-06-30,1,6,1,2,12,43,28,56,2,23,3,3
1668,14.0,2018-07-31,1,7,1,1,12,45,35,43,2,27,2,1
1669,14.0,2018-08-31,3,12,2,1,13,45,33,30,4,27,4,0
1670,14.0,2018-09-30,2,7,1,8,16,47,25,56,2,22,4,1
1671,14.0,2018-10-31,1,8,1,3,9,38,31,56,3,22,0,6
1672,14.0,2018-11-30,2,5,3,2,16,27,26,37,4,18,0,0
1673,14.0,2018-12-31,1,13,1,3,13,37,31,47,1,21,1,0
1674,14.0,2019-01-31,1,3,1,0,13,32,19,37,5,17,0,0
1675,14.0,2019-02-28,1,3,0,4,9,20,23,44,1,10,0,0
1676,14.0,2019-03-31,4,4,0,0,16,31,17,32,2,20,0,1
1677,14.0,2019-04-30,2,6,0,5,13,30,33,64,4,19,4,2
1678,14.0,2019-05-31,1,9,0,0,13,37,24,35,3,16,1,1
1679,14.0,2019-06-30,0,8,4,2,13,47,18,53,5,25,2,1
1680,14.0,2019-07-31,4,5,3,1,13,32,26,48,1,22,3,2
1681,14.0,2019-08-31,3,7,0,1,21,41,24,54,2,22,2,0
1682,14.0,2019-09-30,5,4,4,1,17,31,38,61,6,19,4,4
1683,14.0,2019-10-31,0,3,5,6,9,25,39,60,2,16,1,1
1684,14.0,2019-11-30,3,3,1,1,14,27,23,34,5,14,1,1
1685,14.0,2019-12-31,0,6,2,6,15,24,17,56,3,13,0,1
1686,14.0,2020-01-31,0,3,2,5,10,39,16,40,2,14,2,1
1687,14.0,2020-02-29,3,5,4,1,13,26,19,36,2,16,0,1
1688,14.0,2020-03-31,2,6,1,2,8,42,12,45,4,27,1,1
1689,14.0,2020-04-30,1,2,2,2,4,30,26,24,0,18,2,0
1690,14.0,2020-05-31,0,3,1,2,18,25,18,27,3,16,1,0
1691,14.0,2020-06-30,1,4,1,3,13,28,23,39,2,18,1,0
1692,14.0,2020-07-31,1,5,1,1,17,28,24,45,5,14,1,0
1693,14.0,2020-08-31,2,8,3,2,24,41,38,55,4,20,5,0
1694,14.0,2020-09-30,3,1,1,1,25,27,44,41,2,11,0,0
1695,14.0,2020-10-31,0,4,1,1,15,26,24,35,2,14,1,3
1696,14.0,2020-11-30,1,5,2,2,10,29,23,38,2,16,2,1
1697,14.0,2020-12-31,0,3,1,1,14,12,18,29,2,9,4,0
1698,14.0,2021-01-31,0,2,0,0,13,24,19,27,6,17,0,0
1699,14.0,2021-02-28,2,2,0,3,12,18,21,21,4,14,1,2
1700,14.0,2021-03-31,0,4,1,2,9,33,16,29,4,15,2,0
1701,14.0,2021-04-30,1,6,0,0,7,27,28,27,3,18,2,0
1702,14.0,2021-05-31,0,4,0,0,11,28,24,32,2,12,3,2
1703,14.0,2021-06-30,1,6,0,0,11,30,23,35,3,16,2,0
1704,14.0,2021-07-31,1,5,0,2,19,27,24,46,0,15,0,2
1705,14.0,2021-08-31,2,4,0,2,19,36,19,40,5,22,2,2
1706,14.0,2021-09-30,2,0,0,0,17,28,15,41,6,14,0,3
1707,14.0,2021-10-31,1,1,0,0,14,35,22,43,5,19,2,1
1708,14.0,2021-11-30,1,3,2,0,16,34,29,39,5,20,0,1
1709,14.0,2021-12-31,1,6,0,2,13,33,21,42,4,18,2,4
1710,14.0,2022-01-31,0,4,1,0,11,22,24,26,4,14,3,0
1711,14.0,2022-02-28,2,2,0,0,16,37,18,36,7,19,1,0
1712,14.0,2022-03-31,3,5,1,0,11,30,29,27,4,14,3,2
1713,14.0,2022-04-30,1,5,1,0,9,34,17,35,1,12,3,1
1714,14.0,2022-05-31,1,4,3,4,14,36,30,42,5,21,1,1
1715,14.0,2022-06-30,5,3,0,1,16,29,21,39,2,19,1,1
1716,14.0,2022-07-31,1,8,0,0,14,40,26,48,5,19,1,2
1717,14.0,2022-08-31,3,5,0,0,19,44,29,49,5,23,2,2
1718,14.0,2022-09-30,2,5,0,1,12,34,23,45,3,19,2,2
1719,14.0,2022-10-31,2,6,0,1,16,34,37,54,3,22,1,0
1720,14.0,2022-11-30,0,4,0,3,16,27,28,52,2,15,1,1
1721,14.0,2022-12-31,2,3,1,0,26,36,35,55,8,17,0,0
1722,14.0,2023-01-31,2,8,2,3,16,34,32,49,5,23,1,1
1723,14.0,2023-02-28,2,4,0,1,21,36,18,41,3,15,2,1
1724,14.0,2023-03-31,1,4,0,1,19,34,22,28,7,19,3,2
1725,14.0,2023-04-30,1,8,1,0,18,36,32,50,6,16,2,2
1726,14.0,2023-05-31,2,10,1,3,13,48,34,56,1,30,2,2
1727,14.0,2023-06-30,5,13,3,1,19,40,29,60,9,27,1,1
1728,14.0,2023-07-31,3,6,0,0,14,34,39,59,1,17,3,1
1729,14.0,2023-08-31,5,12,1,1,17,45,24,56,5,23,3,0
1730,14.0,2023-09-30,3,8,1,1,16,42,32,68,4,19,2,2
1731,14.0,2023-10-31,1,9,0,1,20,41,33,60,4,22,0,1
1732,14.0,2023-11-30,1,6,0,0,16,38,35,42,4,26,4,0
1733,14.0,2023-12-31,0,6,0,1,11,37,23,52,2,23,0,0
1734,14.0,2024-01-31,1,11,0,1,13,38,16,45,2,23,3,2
1735,14.0,2024-02-29,1,6,1,1,18,34,21,50,2,16,0,2
1736,14.0,2024-03-31,0,12,0,1,14,39,18,53,3,19,0,0
1737,14.0,2024-04-30,1,6,1,3,19,33,24,48,6,13,2,2
1738,14.0,2024-05-31,0,10,1,4,18,44,34,56,4,23,1,0
1739,14.0,2024-06-30,3,16,0,3,24,52,30,54,8,32,2,5
1740,14.0,2024-07-31,5,11,1,3,23,46,25,55,4,29,0,1
1741,14.0,2024-08-31,1,6,2,2,12,33,32,53,4,17,3,3
1742,14.0,2024-09-30,1,10,1,2,12,52,29,54,4,30,1,0
1743,14.0,2024-10-31,4,10,1,6,19,38,29,45,6,18,0,0
1744,14.0,2024-11-30,3,10,4,2,12,28,29,50,2,18,1,3
1745,14.0,2024-12-31,1,10,1,5,14,52,22,40,5,28,1,1
1746,14.0,2025-01-31,1,4,0,3,9,31,23,44,1,15,2,0
1747,14.0,2025-02-28,2,7,0,7,14,36,18,41,2,21,1,0
1748,14.0,2025-03-31,2,8,2,8,14,33,33,45,2,18,1,0
1749,14.0,2025-04-30,0,3,0,5,20,32,18,24,6,12,0,1
1750,14.0,2025-05-31,5,13,0,11,21,41,27,57,5,24,4,0
1751,14.0,2025-06-30,4,9,0,9,27,36,24,38,4,22,2,1
1752,14.0,2025-07-31,4,7,3,3,18,32,20,40,3,19,1,0
1753,14.0,2025-08-31,1,12,1,5,13,46,22,39,0,20,0,1
1754,14.0,2025-09-30,5,8,1,1,19,34,31,31,3,16,3,2
1755,14.0,2025-10-31,1,11,0,3,15,39,39,32,5,16,3,1
1756,14.0,2025-11-30,5,12,0,0,27,34,29,36,5,12,0,0
1757,14.0,2025-12-31,3,3,0,4,18,28,16,45,5,13,3,0
1758,14.0,2026-01-31,2,3,1,2,13,23,13,26,4,12,1,2
1759,14.0,2026-02-28,3,10,0,6,18,33,16,36,7,15,1,1
1760,14.0,2026-03-31,1,4,2,8,18,31,10,38,8,16,0,0
1761,14.0,2026-04-30,2,4,0,4,9,23,29,29,3,10,1,1
1762,14.0,2026-05-31,1,7,0,4,8,49,19,34,3,30,2,0
1763,14.0,2026-06-30,3,10,1,3,19,40,22,36,4,21,3,1
1764,15.0,2016-01-31,1,7,1,10,9,42,25,68,1,26,2,1
1765,15.0,2016-02-29,5,8,3,5,14,40,38,50,2,23,3,2
1766,15.0,2016-03-31,4,10,2,12,23,49,41,67,5,29,2,2
1767,15.0,2016-04-30,2,13,0,3,11,55,31,46,0,32,2,2
1768,15.0,2016-05-31,2,11,1,10,24,49,34,52,2,28,3,1
1769,15.0,2016-06-30,5,7,2,10,22,51,44,68,3,33,1,1
1770,15.0,2016-07-31,2,14,2,5,24,62,47,70,7,41,1,6
1771,15.0,2016-08-31,1,8,1,16,15,34,35,74,1,21,4,2
1772,15.0,2016-09-30,1,7,1,5,23,42,44,61,6,21,0,2
1773,15.0,2016-10-31,2,6,0,15,17,45,31,64,2,22,2,2
1774,15.0,2016-11-30,0,7,0,10,17,35,31,50,2,20,0,1
1775,15.0,2016-12-31,1,10,2,11,15,43,33,80,5,29,2,3
1776,15.0,2017-01-31,2,6,0,9,15,30,35,63,6,18,2,1
1777,15.0,2017-02-28,7,12,3,2,17,34,32,47,2,19,5,1
1778,15.0,2017-03-31,1,6,1,10,15,34,28,59,3,21,2,2
1779,15.0,2017-04-30,3,12,3,6,16,48,27,56,4,25,1,0
1780,15.0,2017-05-31,6,13,4,13,18,58,33,65,5,35,2,4
1781,15.0,2017-06-30,6,10,2,9,26,54,43,67,3,29,3,2
1782,15.0,2017-07-31,9,6,3,12,25,44,46,80,10,26,2,2
1783,15.0,2017-08-31,4,9,1,13,20,45,28,83,5,23,1,1
1784,15.0,2017-09-30,4,9,3,10,23,46,30,76,5,31,2,0
1785,15.0,2017-10-31,5,11,1,10,24,63,36,73,8,36,2,1
1786,15.0,2017-11-30,1,16,1,5,25,56,52,65,6,37,5,1
1787,15.0,2017-12-31,2,10,0,3,17,48,26,56,4,31,1,1
1788,15.0,2018-01-31,1,6,2,6,16,45,28,76,9,28,0,2
1789,15.0,2018-02-28,1,6,1,5,6,30,25,46,1,22,1,3
1790,15.0,2018-03-31,4,6,0,6,20,41,37,82,8,22,5,1
1791,15.0,2018-04-30,4,9,1,5,27,38,39,72,11,26,4,5
1792,15.0,2018-05-31,7,14,1,2,34,64,38,64,9,40,3,2
1793,15.0,2018-06-30,3,9,1,10,18,61,33,66,7,36,4,1
1794,15.0,2018-07-31,2,9,1,3,25,41,44,51,7,27,4,1
1795,15.0,2018-08-31,6,12,1,7,22,53,32,59,7,29,3,0
1796,15.0,2018-09-30,6,16,1,5,22,51,43,59,9,32,5,0
1797,15.0,2018-10-31,1,8,1,6,12,43,27,71,2,23,2,0
1798,15.0,2018-11-30,4,15,0,5,24,51,21,54,5,23,0,3
1799,15.0,2018-12-31,7,11,1,4,28,45,31,114,11,29,3,2
1800,15.0,2019-01-31,5,10,0,11,21,45,23,67,6,26,0,3
1801,15.0,2019-02-28,3,7,3,6,22,38,37,52,9,26,3,1
1802,15.0,2019-03-31,6,13,1,8,21,48,46,51,5,31,3,2
1803,15.0,2019-04-30,3,17,1,7,21,53,41,55,5,35,3,2
1804,15.0,2019-05-31,4,12,1,4,18,71,24,51,5,36,0,2
1805,15.0,2019-06-30,7,12,1,1,36,43,30,30,11,23,5,0
1806,15.0,2019-07-31,3,11,5,7,21,59,32,51,6,42,1,3
1807,15.0,2019-08-31,2,5,1,8,23,46,31,51,5,31,2,1
1808,15.0,2019-09-30,5,10,0,6,24,49,27,55,7,29,2,2
1809,15.0,2019-10-31,3,9,0,6,19,43,48,44,5,25,1,2
1810,15.0,2019-11-30,3,10,3,6,18,40,25,45,2,23,2,3
1811,15.0,2019-12-31,1,6,1,4,14,49,20,55,6,32,0,2
1812,15.0,2020-01-31,4,10,3,5,18,48,32,50,3,25,4,0
1813,15.0,2020-02-29,3,11,4,5,16,39,32,52,2,28,6,2
1814,15.0,2020-03-31,3,8,2,3,21,54,36,42,8,38,2,2
1815,15.0,2020-04-30,1,10,1,2,11,42,16,27,7,29,4,1
1816,15.0,2020-05-31,4,5,0,3,21,36,24,44,4,23,5,3
1817,15.0,2020-06-30,1,4,3,1,20,50,21,44,7,34,2,2
1818,15.0,2020-07-31,2,12,1,4,21,33,38,43,8,21,4,3
1819,15.0,2020-08-31,2,10,1,2,21,40,27,53,5,26,3,0
1820,15.0,2020-09-30,1,8,0,2,18,35,27,59,6,22,2,0
1821,15.0,2020-10-31,2,10,1,3,14,33,26,51,7,23,4,0
1822,15.0,2020-11-30,7,8,2,3,25,39,34,49,9,26,2,2
1823,15.0,2020-12-31,1,6,0,4,11,30,19,38,5,20,5,1
1824,15.0,2021-01-31,2,6,1,7,14,33,27,41,3,19,1,1
1825,15.0,2021-02-28,0,7,2,1,15,29,28,28,3,16,3,1
1826,15.0,2021-03-31,1,9,2,4,27,34,20,45,6,23,2,3
1827,15.0,2021-04-30,5,9,1,3,17,35,28,40,4,23,2,3
1828,15.0,2021-05-31,2,14,2,2,14,52,21,32,4,28,2,1
1829,15.0,2021-06-30,5,4,2,3,29,44,28,38,7,23,3,1
1830,15.0,2021-07-31,3,8,1,2,22,42,30,50,3,28,2,1
1831,15.0,2021-08-31,6,14,2,1,22,51,24,51,2,34,2,3
1832,15.0,2021-09-30,7,8,1,3,30,58,33,66,8,31,4,3
1833,15.0,2021-10-31,2,3,1,1,23,36,24,52,9,22,1,2
1834,15.0,2021-11-30,4,4,1,2,21,34,22,41,5,21,2,2
1835,15.0,2021-12-31,2,10,0,3,17,41,24,56,4,30,2,4
1836,15.0,2022-01-31,2,9,1,1,20,43,11,36,5,31,1,1
1837,15.0,2022-02-28,0,8,0,1,15,43,21,37,6,24,1,1
1838,15.0,2022-03-31,2,5,1,0,20,27,24,45,3,15,5,1
1839,15.0,2022-04-30,4,5,1,5,20,28,23,60,5,19,3,4
1840,15.0,2022-05-31,1,5,1,1,20,47,23,50,6,32,2,1
1841,15.0,2022-06-30,7,11,3,0,28,40,17,42,11,19,2,1
1842,15.0,2022-07-31,3,15,2,4,19,58,28,76,3,37,6,1
1843,15.0,2022-08-31,1,7,4,1,21,61,28,35,6,44,7,1
1844,15.0,2022-09-30,10,7,4,0,30,40,32,62,8,30,3,2
1845,15.0,2022-10-31,1,7,0,1,21,42,37,72,7,24,2,2
1846,15.0,2022-11-30,2,5,1,0,18,41,25,73,6,35,3,2
1847,15.0,2022-12-31,5,7,1,0,17,42,27,66,6,21,1,1
1848,15.0,2023-01-31,5,7,1,4,21,31,33,61,6,19,3,1
1849,15.0,2023-02-28,1,7,0,4,15,30,19,41,3,18,4,2
1850,15.0,2023-03-31,2,8,0,1,15,42,37,58,3,24,3,3
1851,15.0,2023-04-30,2,10,1,1,19,42,31,69,4,31,3,2
1852,15.0,2023-05-31,2,8,1,0,29,45,33,85,8,28,5,1
1853,15.0,2023-06-30,1,10,2,0,21,56,29,91,2,38,3,1
1854,15.0,2023-07-31,2,13,1,6,28,55,30,94,8,34,5,2
1855,15.0,2023-08-31,4,6,4,7,36,60,33,62,10,28,2,0
1856,15.0,2023-09-30,2,5,1,3,24,46,33,68,5,22,2,6
1857,15.0,2023-10-31,1,5,0,1,15,43,33,78,6,26,3,2
1858,15.0,2023-11-30,3,9,0,0,19,43,28,69,4,31,3,3
1859,15.0,2023-12-31,4,9,1,3,15,47,23,88,6,30,0,3
1860,15.0,2024-01-31,5,6,2,0,25,38,22,46,7,24,2,2
1861,15.0,2024-02-29,3,7,2,5,15,29,21,65,5,20,3,1
1862,15.0,2024-03-31,4,7,2,6,14,32,31,72,2,19,4,2
1863,15.0,2024-04-30,2,8,1,5,19,51,26,63,4,29,4,2
1864,15.0,2024-05-31,1,10,2,10,15,39,33,95,3,22,4,2
1865,15.0,2024-06-30,1,13,0,3,21,45,26,75,6,32,0,3
1866,15.0,2024-07-31,2,7,0,8,17,45,32,89,3,30,0,0
1867,15.0,2024-08-31,1,10,3,7,21,48,31,62,6,33,1,2
1868,15.0,2024-09-30,5,6,2,10,24,42,35,86,7,29,2,0
1869,15.0,2024-10-31,4,2,1,14,30,47,21,78,10,25,1,1
1870,15.0,2024-11-30,3,9,2,18,21,23,27,77,6,16,0,2
1871,15.0,2024-12-31,1,12,2,8,10,43,26,55,2,28,1,1
1872,15.0,2025-01-31,0,4,0,8,11,33,16,51,3,24,0,2
1873,15.0,2025-02-28,2,4,2,12,13,26,25,52,3,17,6,0
1874,15.0,2025-03-31,3,13,5,12,21,46,25,80,3,33,2,1
1875,15.0,2025-04-30,0,9,6,17,16,34,16,73,5,15,1,2
1876,15.0,2025-05-31,6,14,0,14,29,45,26,54,10,28,4,0
1877,15.0,2025-06-30,3,9,0,17,21,40,27,71,6,28,2,0
1878,15.0,2025-07-31,10,19,4,14,26,45,38,78,4,29,3,2
1879,15.0,2025-08-31,2,19,0,26,18,52,23,80,2,39,3,3
1880,15.0,2025-09-30,4,8,1,16,21,39,32,72,5,24,2,1
1881,15.0,2025-10-31,2,4,7,19,16,43,32,82,2,27,2,2
1882,15.0,2025-11-30,4,4,1,28,16,34,29,63,3,19,4,1
1883,15.0,2025-12-31,2,9,0,15,15,22,24,59,3,17,1,3
1884,15.0,2026-01-31,7,8,2,14,19,34,18,55,8,21,2,1
1885,15.0,2026-02-28,4,10,1,17,18,40,22,69,5,22,2,2
1886,15.0,2026-03-31,1,10,0,14,16,33,14,70,6,17,0,0
1887,15.0,2026-04-30,4,9,1,12,18,44,22,58,5,31,1,2
1888,15.0,2026-05-31,2,12,0,12,18,48,34,59,5,28,3,1
1889,15.0,2026-06-30,3,10,3,7,18,43,25,47,4,29,3,2
1890,16.0,2016-01-31,2,10,0,1,13,40,34,41,3,21,1,1
1891,16.0,2016-02-29,3,16,3,3,15,57,35,53,0,34,1,2
1892,16.0,2016-03-31,5,11,0,1,21,51,17,48,6,25,1,0
1893,16.0,2016-04-30,5,11,1,1,16,42,34,40,5,21,1,1
1894,16.0,2016-05-31,1,11,0,4,24,36,25,43,9,24,0,1
1895,16.0,2016-06-30,4,10,3,3,20,48,27,45,2,20,3,0
1896,16.0,2016-07-31,1,8,3,0,13,38,27,51,2,22,1,2
1897,16.0,2016-08-31,1,4,1,1,14,51,60,66,3,30,6,1
1898,16.0,2016-09-30,1,5,3,4,9,45,40,73,1,26,1,3
1899,16.0,2016-10-31,0,12,3,2,17,49,49,72,4,18,1,1
1900,16.0,2016-11-30,1,5,3,2,13,39,37,61,2,22,4,1
1901,16.0,2016-12-31,3,11,0,5,11,38,27,62,3,24,0,1
1902,16.0,2017-01-31,0,11,0,3,12,55,21,82,2,37,1,2
1903,16.0,2017-02-28,0,1,1,0,10,28,38,46,2,11,2,2
1904,16.0,2017-03-31,2,8,0,1,19,43,20,54,7,25,1,1
1905,16.0,2017-04-30,3,9,1,2,15,36,42,55,1,21,2,2
1906,16.0,2017-05-31,3,9,2,1,11,37,50,76,2,20,4,1
1907,16.0,2017-06-30,4,4,1,4,18,44,28,67,5,25,3,2
1908,16.0,2017-07-31,2,6,2,1,12,35,43,72,5,18,3,0
1909,16.0,2017-08-31,1,5,1,2,13,37,33,96,7,18,3,9
1910,16.0,2017-09-30,1,13,2,3,11,49,33,65,2,25,3,2
1911,16.0,2017-10-31,3,9,1,3,20,47,37,69,4,26,3,2
1912,16.0,2017-11-30,2,9,0,0,15,28,30,68,1,14,0,1
1913,16.0,2017-12-31,3,6,0,1,8,29,20,59,1,16,0,2
1914,16.0,2018-01-31,1,6,2,1,10,43,35,56,1,25,1,2
1915,16.0,2018-02-28,0,7,0,5,13,45,13,54,3,27,1,2
1916,16.0,2018-03-31,3,4,4,2,15,40,34,58,2,23,1,0
1917,16.0,2018-04-30,4,7,1,1,11,42,46,63,1,14,3,0
1918,16.0,2018-05-31,3,8,2,1,19,47,38,77,2,18,2,3
1919,16.0,2018-06-30,2,4,0,2,13,38,37,65,2,18,0,2
1920,16.0,2018-07-31,2,7,1,3,14,47,37,90,3,23,0,3
1921,16.0,2018-08-31,1,6,2,0,7,46,25,63,0,23,2,1
1922,16.0,2018-09-30,0,6,0,2,8,35,28,63,3,20,1,1
1923,16.0,2018-10-31,0,10,1,2,19,48,25,55,5,25,1,0
1924,16.0,2018-11-30,3,9,1,1,19,36,21,52,4,20,0,0
1925,16.0,2018-12-31,5,7,3,1,17,40,36,82,3,18,5,2
1926,16.0,2019-01-31,2,3,1,1,18,34,18,55,9,16,4,0
1927,16.0,2019-02-28,2,10,3,3,13,38,18,45,4,25,2,0
1928,16.0,2019-03-31,1,11,1,2,11,35,19,49,3,18,1,0
1929,16.0,2019-04-30,1,5,2,2,7,32,23,57,0,16,2,1
1930,16.0,2019-05-31,1,8,1,3,17,43,22,44,4,20,2,2
1931,16.0,2019-06-30,1,7,1,3,18,42,25,49,1,27,0,0
1932,16.0,2019-07-31,1,8,0,3,15,39,34,64,5,19,1,2
1933,16.0,2019-08-31,2,5,1,2,15,35,35,85,2,23,0,2
1934,16.0,2019-09-30,2,5,3,1,16,34,37,61,2,20,2,3
1935,16.0,2019-10-31,1,10,1,4,22,37,34,91,4,18,2,2
1936,16.0,2019-11-30,2,6,1,2,16,39,27,57,2,17,5,0
1937,16.0,2019-12-31,1,7,1,2,16,40,36,63,4,20,4,0
1938,16.0,2020-01-31,1,5,0,0,12,55,26,55,2,29,1,0
1939,16.0,2020-02-29,5,7,1,0,21,45,16,40,7,18,1,1
1940,16.0,2020-03-31,1,4,1,2,9,31,27,36,2,17,0,1
1941,16.0,2020-04-30,1,5,0,0,12,26,26,35,4,17,3,1
1942,16.0,2020-05-31,1,5,3,0,12,32,15,33,1,21,1,1
1943,16.0,2020-06-30,0,5,2,1,14,33,32,26,2,15,0,2
1944,16.0,2020-07-31,1,4,2,0,17,33,26,39,7,16,2,1
1945,16.0,2020-08-31,1,4,0,1,18,28,23,46,6,18,2,0
1946,16.0,2020-09-30,1,3,1,0,20,30,26,51,5,16,3,1
1947,16.0,2020-10-31,0,5,0,1,16,30,31,41,3,21,0,1
1948,16.0,2020-11-30,2,3,1,6,13,23,17,53,2,13,1,4
1949,16.0,2020-12-31,2,5,1,0,11,26,11,42,0,16,0,1
1950,16.0,2021-01-31,2,6,0,3,11,17,9,35,4,14,1,3
1951,16.0,2021-02-28,0,6,1,1,14,21,16,32,2,13,2,0
1952,16.0,2021-03-31,0,1,0,1,10,17,25,28,2,10,5,1
1953,16.0,2021-04-30,1,4,0,0,9,27,27,43,2,12,2,2
1954,16.0,2021-05-31,0,3,2,0,12,25,20,39,0,17,1,3
1955,16.0,2021-06-30,0,4,1,0,17,27,25,47,2,18,1,1
1956,16.0,2021-07-31,2,9,1,0,24,46,29,54,4,25,3,1
1957,16.0,2021-08-31,2,6,1,2,14,40,32,54,2,19,1,4
1958,16.0,2021-09-30,2,3,0,1,22,35,27,55,5,17,2,3
1959,16.0,2021-10-31,0,5,0,1,23,46,32,64,7,22,2,0
1960,16.0,2021-11-30,0,5,1,2,22,37,22,57,3,18,0,3
1961,16.0,2021-12-31,0,8,3,0,12,26,36,49,3,19,2,2
1962,16.0,2022-01-31,0,6,0,0,9,31,17,39,3,18,0,0
1963,16.0,2022-02-28,1,6,1,1,14,24,20,34,3,14,2,2
1964,16.0,2022-03-31,2,1,0,2,14,34,25,57,0,14,2,2
1965,16.0,2022-04-30,0,2,1,1,17,23,24,31,5,8,0,0
1966,16.0,2022-05-31,3,7,3,0,17,37,26,44,4,18,1,0
1967,16.0,2022-06-30,0,3,0,0,14,37,30,61,4,22,3,2
1968,16.0,2022-07-31,1,4,0,1,14,34,25,76,4,21,0,4
1969,16.0,2022-08-31,5,7,1,1,25,43,25,55,7,24,5,0
1970,16.0,2022-09-30,1,4,2,2,11,37,23,89,2,16,1,1
1971,16.0,2022-10-31,2,5,0,1,15,31,22,91,2,14,4,1
1972,16.0,2022-11-30,4,12,0,0,17,33,22,68,2,17,1,0
1973,16.0,2022-12-31,2,6,0,0,21,33,24,70,5,17,2,0
1974,16.0,2023-01-31,2,5,3,1,20,45,30,60,6,26,7,1
1975,16.0,2023-02-28,2,8,1,1,17,44,32,47,6,21,3,1
1976,16.0,2023-03-31,2,10,1,1,22,33,19,93,5,14,1,1
1977,16.0,2023-04-30,2,5,0,1,25,33,22,52,5,20,4,0
1978,16.0,2023-05-31,2,7,0,1,18,45,23,47,4,19,6,2
1979,16.0,2023-06-30,2,1,0,0,17,24,14,59,6,13,4,0
1980,16.0,2023-07-31,0,5,1,1,11,38,22,57,4,20,2,1
1981,16.0,2023-08-31,3,5,0,2,18,31,29,47,8,15,1,2
1982,16.0,2023-09-30,1,6,3,1,25,33,22,66,6,21,2,0
1983,16.0,2023-10-31,6,9,0,1,30,37,30,71,7,26,2,2
1984,16.0,2023-11-30,2,7,0,1,17,35,19,61,4,18,3,3
1985,16.0,2023-12-31,0,10,0,2,14,45,36,49,2,19,1,4
1986,16.0,2024-01-31,2,4,1,2,17,20,20,56,2,10,1,1
1987,16.0,2024-02-29,0,4,0,2,14,46,21,61,2,17,1,1
1988,16.0,2024-03-31,1,6,0,1,14,31,21,43,3,18,2,2
1989,16.0,2024-04-30,1,9,2,1,14,35,26,41,2,19,2,2
